,Study_accession,Sample_accession,Run_accession,Isolate_name,Isolate_name_paper,Species,BAPS_group,Sequence_Type,Country/Province,Origin,Location,Habitat,Source_code,Ampicillin,Vancomycin,Teicoplanin,Doxycycline,Erythromycin,Nitrofurantoin,Gentamicin,Linezolid,Levofloxacin,Quinolone,Streptomycin,Tigecycline,Read_status,R1,R2,Clade
644,ERP003620,ERS324627,ERR375120,10733_5#20,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375120/ERR375120_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375120/ERR375120_2.fastq.gz,Clade A
645,ERP003620,ERS324337,ERR375121,10733_5#21,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 39,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375121/ERR375121_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375121/ERR375121_2.fastq.gz,Clade A
646,ERP003620,ERS324253,ERR375122,10733_5#22,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375122/ERR375122_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375122/ERR375122_2.fastq.gz,Clade A
647,ERP003620,ERS324229,ERR375128,10733_5#28,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375128/ERR375128_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375128/ERR375128_2.fastq.gz,Clade A
648,ERP003620,ERS324634,ERR375129,10733_5#29,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375129/ERR375129_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375129/ERR375129_2.fastq.gz,Clade A
649,ERP003620,ERS324398,ERR375130,10733_5#30,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 9,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375130/ERR375130_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375130/ERR375130_2.fastq.gz,Clade A
650,ERP003620,ERS324630,ERR375133,10733_5#33,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375133/ERR375133_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375133/ERR375133_2.fastq.gz,Clade A
651,ERP003620,ERS324574,ERR375134,10733_5#34,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375134/ERR375134_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375134/ERR375134_2.fastq.gz,Clade A
652,ERP003620,ERS324587,ERR375135,10733_5#35,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375135/ERR375135_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375135/ERR375135_2.fastq.gz,Clade A
653,ERP003620,ERS324594,ERR375136,10733_5#36,,Enterococcus faecium,2.0,280.0,United Kingdom,Human invasive infection,Hospital 17,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375136/ERR375136_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375136/ERR375136_2.fastq.gz,Clade A
654,ERP003620,ERS324620,ERR375137,10733_5#37,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 42,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375137/ERR375137_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375137/ERR375137_2.fastq.gz,Clade A
655,ERP003620,ERS324250,ERR375138,10733_5#38,,Enterococcus faecium,1.0,117.0,United Kingdom,Human invasive infection,Hospital 24,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375138/ERR375138_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375138/ERR375138_2.fastq.gz,Clade A
656,ERP003620,ERS324503,ERR375140,10733_5#40,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 37,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375140/ERR375140_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375140/ERR375140_2.fastq.gz,Clade A
657,ERP003620,ERS324586,ERR375143,10733_5#43,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375143/ERR375143_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375143/ERR375143_2.fastq.gz,Clade A
658,ERP003620,ERS324238,ERR375144,10733_5#44,,Enterococcus faecium,1.0,440.0,United Kingdom,Human invasive infection,Hospital 36,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375144/ERR375144_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375144/ERR375144_2.fastq.gz,Clade A
659,ERP003620,ERS324619,ERR375145,10733_5#45,,Enterococcus faecium,2.0,280.0,United Kingdom,Human invasive infection,Hospital 42,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375145/ERR375145_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375145/ERR375145_2.fastq.gz,Clade A
660,ERP003620,ERS324254,ERR375148,10733_5#48,,Enterococcus faecium,5.0,170.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,I,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375148/ERR375148_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375148/ERR375148_2.fastq.gz,Clade A
661,ERP003620,ERS324230,ERR375105,10733_5#5,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375105/ERR375105_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375105/ERR375105_2.fastq.gz,Clade A
662,ERP003620,ERS324689,ERR375150,10733_5#50,,Enterococcus faecium,4.0,29.0,United Kingdom,Human invasive infection,Hospital 19,Clinical,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375150/ERR375150_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375150/ERR375150_2.fastq.gz,Clade A
663,ERP003620,ERS324258,ERR375152,10733_5#52,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375152/ERR375152_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375152/ERR375152_2.fastq.gz,Clade A
664,ERP003620,ERS324215,ERR375153,10733_5#53,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375153/ERR375153_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375153/ERR375153_2.fastq.gz,Clade A
665,ERP003620,ERS324644,ERR375154,10733_5#54,,Enterococcus faecium,2.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375154/ERR375154_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375154/ERR375154_2.fastq.gz,Clade A
666,ERP003620,ERS324418,ERR375156,10733_5#56,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 23,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375156/ERR375156_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375156/ERR375156_2.fastq.gz,Clade A
667,ERP003620,ERS324314,ERR375157,10733_5#57,,Enterococcus faecium,1.0,80.0,United Kingdom,Human invasive infection,Hospital 23,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375157/ERR375157_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375157/ERR375157_2.fastq.gz,Clade A
668,ERP003620,ERS324236,ERR375106,10733_5#6,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375106/ERR375106_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375106/ERR375106_2.fastq.gz,Clade A
669,ERP003620,ERS324573,ERR375160,10733_5#60,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375160/ERR375160_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375160/ERR375160_2.fastq.gz,Clade A
670,ERP003620,ERS324604,ERR375161,10733_5#61,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 22,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375161/ERR375161_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375161/ERR375161_2.fastq.gz,Clade A
671,ERP003620,ERS324609,ERR375162,10733_5#62,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 18,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375162/ERR375162_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375162/ERR375162_2.fastq.gz,Clade A
672,ERP003620,ERS324353,ERR375163,10733_5#63,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 5,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375163/ERR375163_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375163/ERR375163_2.fastq.gz,Clade A
673,ERP003620,ERS324642,ERR375164,10733_5#64,,Enterococcus faecium,2.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375164/ERR375164_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375164/ERR375164_2.fastq.gz,Clade A
674,ERP003620,ERS324297,ERR375165,10733_5#65,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375165/ERR375165_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375165/ERR375165_2.fastq.gz,Clade A
675,ERP003620,ERS324356,ERR375168,10733_5#68,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375168/ERR375168_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375168/ERR375168_2.fastq.gz,Clade A
676,ERP003620,ERS324575,ERR375107,10733_5#7,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375107/ERR375107_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375107/ERR375107_2.fastq.gz,Clade A
677,ERP003620,ERS324523,ERR375170,10733_5#70,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 6,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375170/ERR375170_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375170/ERR375170_2.fastq.gz,Clade A
678,ERP003620,ERS324522,ERR375174,10733_5#74,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 6,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375174/ERR375174_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375174/ERR375174_2.fastq.gz,Clade A
679,ERP003620,ERS324405,ERR375176,10733_5#76,,Enterococcus faecium,7.0,108.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375176/ERR375176_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375176/ERR375176_2.fastq.gz,CladeB
680,ERP003620,ERS324585,ERR375177,10733_5#77,,Enterococcus faecium,2.0,375.0,United Kingdom,Human invasive infection,Hospital 25,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375177/ERR375177_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375177/ERR375177_2.fastq.gz,Clade A
681,ERP003620,ERS324412,ERR375178,10733_5#78,,Enterococcus faecium,1.0,1040.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375178/ERR375178_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375178/ERR375178_2.fastq.gz,Clade A
682,ERP003620,ERS324228,ERR375187,10733_5#87,,Enterococcus faecium,1.0,186.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375187/ERR375187_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375187/ERR375187_2.fastq.gz,Clade A
683,ERP003620,ERS324395,ERR375188,10733_5#88,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375188/ERR375188_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375188/ERR375188_2.fastq.gz,Clade A
684,ERP003620,ERS324342,ERR375189,10733_5#89,,Enterococcus faecium,3.0,1033.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375189/ERR375189_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375189/ERR375189_2.fastq.gz,CladeB
685,ERP003620,ERS324224,ERR375109,10733_5#9,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 30,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375109/ERR375109_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375109/ERR375109_2.fastq.gz,Clade A
686,ERP003620,ERS324646,ERR375192,10733_5#92,,Enterococcus faecium,1.0,80.0,United Kingdom,Human invasive infection,Hospital 17,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375192/ERR375192_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375192/ERR375192_2.fastq.gz,Clade A
687,ERP003620,ERS324596,ERR375193,10733_5#93,,Enterococcus faecium,2.0,117.0,United Kingdom,Human invasive infection,Hospital 32,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375193/ERR375193_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375193/ERR375193_2.fastq.gz,Clade A
688,ERP003620,ERS324532,ERR375195,10733_5#95,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 6,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375195/ERR375195_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375195/ERR375195_2.fastq.gz,Clade A
689,ERP003620,ERS324268,ERR375208,10733_6#12,,Enterococcus faecium,6.0,80.0,United Kingdom,Human invasive infection,Hospital 27,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375208/ERR375208_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375208/ERR375208_2.fastq.gz,Clade A
690,ERP003620,ERS324242,ERR375209,10733_6#13,,Enterococcus faecium,2.0,132.0,United Kingdom,Human invasive infection,Hospital 3,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375209/ERR375209_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375209/ERR375209_2.fastq.gz,Clade A
691,ERP003620,ERS324279,ERR375214,10733_6#18,,Enterococcus faecium,6.0,80.0,United Kingdom,Human invasive infection,Hospital 40,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375214/ERR375214_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375214/ERR375214_2.fastq.gz,Clade A
692,ERP003620,ERS324552,ERR375215,10733_6#19,,Enterococcus faecium,2.0,375.0,United Kingdom,Human invasive infection,Hospital 37,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375215/ERR375215_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375215/ERR375215_2.fastq.gz,Clade A
693,ERP003620,ERS324281,ERR375216,10733_6#20,,Enterococcus faecium,6.0,80.0,United Kingdom,Human invasive infection,Hospital 40,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375216/ERR375216_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375216/ERR375216_2.fastq.gz,Clade A
694,ERP003620,ERS324731,ERR375218,10733_6#22,,Enterococcus faecium,1.0,132.0,United Kingdom,Human invasive infection,Hospital 19,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375218/ERR375218_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375218/ERR375218_2.fastq.gz,Clade A
695,ERP003620,ERS324710,ERR375219,10733_6#23,,Enterococcus faecium,1.0,202.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375219/ERR375219_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375219/ERR375219_2.fastq.gz,Clade A
696,ERP003620,ERS324452,ERR375224,10733_6#28,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375224/ERR375224_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375224/ERR375224_2.fastq.gz,Clade A
697,ERP003620,ERS324408,ERR375226,10733_6#30,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375226/ERR375226_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375226/ERR375226_2.fastq.gz,Clade A
698,ERP003620,ERS324551,ERR375227,10733_6#31,,Enterococcus faecium,1.0,202.0,United Kingdom,Human invasive infection,Hospital 37,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375227/ERR375227_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375227/ERR375227_2.fastq.gz,Clade A
699,ERP003620,ERS324694,ERR375229,10733_6#33,,Enterococcus faecium,1.0,117.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375229/ERR375229_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375229/ERR375229_2.fastq.gz,Clade A
700,ERP003620,ERS324156,ERR375235,10733_6#39,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 11,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375235/ERR375235_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375235/ERR375235_2.fastq.gz,Clade A
701,ERP003620,ERS324726,ERR375238,10733_6#42,,Enterococcus faecium,2.0,280.0,United Kingdom,Human invasive infection,Hospital 37,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375238/ERR375238_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375238/ERR375238_2.fastq.gz,Clade A
702,ERP003620,ERS324712,ERR375241,10733_6#45,,Enterococcus faecium,1.0,132.0,United Kingdom,Human invasive infection,Hospital 37,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375241/ERR375241_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375241/ERR375241_2.fastq.gz,Clade A
703,ERP003620,ERS324679,ERR375244,10733_6#48,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 13,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375244/ERR375244_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375244/ERR375244_2.fastq.gz,Clade A
704,ERP003620,ERS324323,ERR375246,10733_6#50,,Enterococcus faecium,1.0,117.0,United Kingdom,Human invasive infection,Hospital 24,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375246/ERR375246_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375246/ERR375246_2.fastq.gz,Clade A
705,ERP003620,ERS324754,ERR375248,10733_6#52,,Enterococcus faecium,1.0,665.0,United Kingdom,Human invasive infection,Hospital 38,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375248/ERR375248_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375248/ERR375248_2.fastq.gz,Clade A
706,ERP003620,ERS324428,ERR375250,10733_6#54,,Enterococcus faecium,1.0,202.0,United Kingdom,Human invasive infection,Hospital 31,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375250/ERR375250_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375250/ERR375250_2.fastq.gz,Clade A
707,ERP003620,ERS324341,ERR375255,10733_6#59,,Enterococcus faecium,1.0,16.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375255/ERR375255_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375255/ERR375255_2.fastq.gz,Clade A
708,ERP003620,ERS324459,ERR375256,10733_6#60,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375256/ERR375256_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375256/ERR375256_2.fastq.gz,Clade A
709,ERP003620,ERS324423,ERR375257,10733_6#61,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 24,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375257/ERR375257_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375257/ERR375257_2.fastq.gz,Clade A
710,ERP003620,ERS324695,ERR375258,10733_6#62,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375258/ERR375258_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375258/ERR375258_2.fastq.gz,Clade A
711,ERP003620,ERS324705,ERR375268,10733_6#72,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375268/ERR375268_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375268/ERR375268_2.fastq.gz,Clade A
712,ERP003620,ERS324440,ERR375270,10733_6#74,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 40,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375270/ERR375270_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375270/ERR375270_2.fastq.gz,Clade A
713,ERP003620,ERS324665,ERR375276,10733_6#80,,Enterococcus faecium,1.0,132.0,United Kingdom,Human invasive infection,Hospital 31,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375276/ERR375276_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375276/ERR375276_2.fastq.gz,Clade A
714,ERP003620,ERS324468,ERR375279,10733_6#83,,Enterococcus faecium,1.0,132.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375279/ERR375279_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375279/ERR375279_2.fastq.gz,Clade A
715,ERP003620,ERS324723,ERR375281,10733_6#85,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375281/ERR375281_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375281/ERR375281_2.fastq.gz,Clade A
716,ERP003620,ERS324732,ERR375283,10733_6#87,,Enterococcus faecium,1.0,132.0,United Kingdom,Human invasive infection,Hospital 4,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375283/ERR375283_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375283/ERR375283_2.fastq.gz,Clade A
